,INQ_YMD,YEAR,MONTH,DAY,PDLT_NM,NMYR_RATE,WHSL_DAIL_PRCE,WHSL_BFRT_PRCE,RTSL_BFRT_PRCE,RTSL_DAIL_PRCE
3,19960128,1996,1,28,¸¶´Ã,,,,2908.0,2908.0
9,19960127,1996,1,27,¸¶´Ã,,,,2908.0,2908.0
17,19960129,1996,1,29,¸¶´Ã,,,,2908.0,2908.0
24,19960130,1996,1,30,¸¶´Ã,,,,2908.0,2871.0
31,19960131,1996,1,31,¸¶´Ã,,,,2871.0,2871.0
38,19960201,1996,2,1,¸¶´Ã,,,,2871.0,2871.0
53,19960104,1996,1,4,¸¶´Ã,,,,,2983.0
58,19960105,1996,1,5,¸¶´Ã,,,,2983.0,2946.0
65,19960106,1996,1,6,¸¶´Ã,,,,2946.0,2946.0
72,19960107,1996,1,7,¸¶´Ã,,,,2946.0,2946.0
79,19960108,1996,1,8,¸¶´Ã,,,,2946.0,2946.0
86,19960109,1996,1,9,¸¶´Ã,,,,2946.0,2946.0
93,19960110,1996,1,10,¸¶´Ã,,,,2946.0,2946.0
100,19960111,1996,1,11,¸¶´Ã,,,,2946.0,2946.0
107,19960112,1996,1,12,¸¶´Ã,,,,2946.0,2946.0
114,19960113,1996,1,13,¸¶´Ã,,,,2946.0,2933.0
121,19960114,1996,1,14,¸¶´Ã,,,,2946.0,2933.0
128,19960115,1996,1,15,¸¶´Ã,,,,2946.0,2933.0
132,19960116,1996,1,16,¸¶´Ã,,,,2933.0,2925.0
142,19960117,1996,1,17,¸¶´Ã,,,,2925.0,2925.0
149,19960118,1996,1,18,¸¶´Ã,,,,2925.0,2929.0
156,19960119,1996,1,19,¸¶´Ã,,,,2929.0,2929.0
163,19960120,1996,1,20,¸¶´Ã,,,,2929.0,2929.0
169,19960122,1996,1,22,¸¶´Ã,,,,2929.0,2929.0
177,19960121,1996,1,21,¸¶´Ã,,,,2929.0,2929.0
184,19960123,1996,1,23,¸¶´Ã,,,,2929.0,2913.0
191,19960124,1996,1,24,¸¶´Ã,,,,2913.0,2913.0
198,19960125,1996,1,25,¸¶´Ã,,,,2913.0,2913.0
205,19960126,1996,1,26,¸¶´Ã,,,,2913.0,2908.0
210,19960202,1996,2,2,¸¶´Ã,,,,2871.0,2871.0
217,19960203,1996,2,3,¸¶´Ã,,,,2871.0,2871.0
224,19960204,1996,2,4,¸¶´Ã,,,,2871.0,2871.0
231,19960205,1996,2,5,¸¶´Ã,,,,2871.0,2871.0
238,19960206,1996,2,6,¸¶´Ã,,,,2871.0,2854.0
245,19960207,1996,2,7,¸¶´Ã,,,,2854.0,2854.0
252,19960208,1996,2,8,¸¶´Ã,,,,2854.0,2854.0
259,19960209,1996,2,9,¸¶´Ã,,,,2854.0,2854.0
266,19960210,1996,2,10,¸¶´Ã,,,,2854.0,2854.0
273,19960211,1996,2,11,¸¶´Ã,,,,2854.0,2854.0
280,19960212,1996,2,12,¸¶´Ã,,,,2854.0,2854.0
287,19960213,1996,2,13,¸¶´Ã,,,,2854.0,2854.0
294,19960214,1996,2,14,¸¶´Ã,,,,2854.0,2854.0
296,19960304,1996,3,4,¸¶´Ã,,,,2846.0,2846.0
303,19960305,1996,3,5,¸¶´Ã,,,,2846.0,2823.0
310,19960306,1996,3,6,¸¶´Ã,,,,2823.0,2804.0
317,19960307,1996,3,7,¸¶´Ã,,,,2804.0,2804.0
324,19960308,1996,3,8,¸¶´Ã,,,,2804.0,2804.0
331,19960309,1996,3,9,¸¶´Ã,,,,2804.0,2804.0
338,19960310,1996,3,10,¸¶´Ã,,,,2804.0,2804.0
345,19960311,1996,3,11,¸¶´Ã,,,,2804.0,2804.0
352,19960312,1996,3,12,¸¶´Ã,,,,2804.0,2796.0
359,19960313,1996,3,13,¸¶´Ã,,,,2796.0,2796.0
366,19960314,1996,3,14,¸¶´Ã,,,,2796.0,2796.0
373,19960315,1996,3,15,¸¶´Ã,,,,2796.0,2796.0
382,19960215,1996,2,15,¸¶´Ã,,,,2854.0,2854.0
389,19960216,1996,2,16,¸¶´Ã,,,,2854.0,2854.0
396,19960217,1996,2,17,¸¶´Ã,,,,2854.0,2854.0
403,19960218,1996,2,18,¸¶´Ã,,,,2854.0,2854.0
410,19960219,1996,2,19,¸¶´Ã,,,,2854.0,2854.0
417,19960220,1996,2,20,¸¶´Ã,,,,2854.0,2854.0
424,19960316,1996,3,16,¸¶´Ã,,,,2796.0,2796.0
431,19960317,1996,3,17,¸¶´Ã,,,,2796.0,2796.0
438,19960318,1996,3,18,¸¶´Ã,,,,2796.0,2796.0
445,19960319,1996,3,19,¸¶´Ã,,,,2796.0,2779.0
452,19960320,1996,3,20,¸¶´Ã,,,,2779.0,2771.0
459,19960321,1996,3,21,¸¶´Ã,,,,2771.0,2763.0
464,19960221,1996,2,21,¸¶´Ã,,,,2854.0,2854.0
471,19960222,1996,2,22,¸¶´Ã,,,,2854.0,2854.0
478,19960223,1996,2,23,¸¶´Ã,,,,2854.0,2854.0
485,19960224,1996,2,24,¸¶´Ã,,,,2854.0,2854.0
492,19960225,1996,2,25,¸¶´Ã,,,,2854.0,2854.0
499,19960226,1996,2,26,¸¶´Ã,,,,2854.0,2854.0
506,19960227,1996,2,27,¸¶´Ã,,,,2854.0,2846.0
513,19960228,1996,2,28,¸¶´Ã,,,,2846.0,2846.0
520,19960229,1996,2,29,¸¶´Ã,,,,2846.0,2846.0
527,19960301,1996,3,1,¸¶´Ã,,,,2846.0,2846.0
534,19960302,1996,3,2,¸¶´Ã,,,,2846.0,2846.0
541,19960303,1996,3,3,¸¶´Ã,,,,2846.0,2846.0
549,19960413,1996,4,13,¸¶´Ã,,,,2688.0,2688.0
556,19960414,1996,4,14,¸¶´Ã,,,,2688.0,2688.0
563,19960415,1996,4,15,¸¶´Ã,,,,2688.0,2688.0
570,19960416,1996,4,16,¸¶´Ã,,,,2688.0,2721.0
577,19960417,1996,4,17,¸¶´Ã,,,,2721.0,2721.0
584,19960418,1996,4,18,¸¶´Ã,,,,2721.0,2708.0
591,19960419,1996,4,19,¸¶´Ã,,,,2708.0,2708.0
598,19960420,1996,4,20,¸¶´Ã,,,,2708.0,2692.0
605,19960421,1996,4,21,¸¶´Ã,,,,2708.0,2692.0
612,19960422,1996,4,22,¸¶´Ã,,,,2708.0,2692.0
619,19960423,1996,4,23,¸¶´Ã,,,,2692.0,2700.0
626,19960424,1996,4,24,¸¶´Ã,,,,2700.0,2700.0
633,19960425,1996,4,25,¸¶´Ã,,,,2700.0,2700.0
640,19960426,1996,4,26,¸¶´Ã,,,,2700.0,2700.0
647,19960427,1996,4,27,¸¶´Ã,,,,2700.0,2700.0
654,19960428,1996,4,28,¸¶´Ã,,,,2700.0,2700.0
661,19960429,1996,4,29,¸¶´Ã,,,,2700.0,2700.0
673,19960322,1996,3,22,¸¶´Ã,,,,2763.0,2763.0
680,19960323,1996,3,23,¸¶´Ã,,,,2763.0,2763.0
687,19960324,1996,3,24,¸¶´Ã,,,,2763.0,2763.0
694,19960325,1996,3,25,¸¶´Ã,,,,2763.0,2763.0
701,19960326,1996,3,26,¸¶´Ã,,,,2763.0,2754.0
708,19960327,1996,3,27,¸¶´Ã,,,,2754.0,2738.0
715,19960328,1996,3,28,¸¶´Ã,,,,2738.0,2729.0
722,19960329,1996,3,29,¸¶´Ã,,,,2729.0,2729.0
729,19960330,1996,3,30,¸¶´Ã,,,,2729.0,2721.0
736,19960331,1996,3,31,¸¶´Ã,,,,2729.0,2721.0
743,19960401,1996,4,1,¸¶´Ã,,,,2729.0,2721.0
750,19960402,1996,4,2,¸¶´Ã,,,,2721.0,2713.0
757,19960403,1996,4,3,¸¶´Ã,,,,2713.0,2713.0
764,19960404,1996,4,4,¸¶´Ã,,,,2713.0,2713.0
771,19960405,1996,4,5,¸¶´Ã,,,,2713.0,2713.0
778,19960406,1996,4,6,¸¶´Ã,,,,2713.0,2713.0
785,19960407,1996,4,7,¸¶´Ã,,,,2713.0,2713.0
792,19960408,1996,4,8,¸¶´Ã,,,,2713.0,2713.0
799,19960409,1996,4,9,¸¶´Ã,,,,2713.0,2704.0
806,19960410,1996,4,10,¸¶´Ã,,,,2704.0,2688.0
813,19960411,1996,4,11,¸¶´Ã,,,,2688.0,2688.0
820,19960412,1996,4,12,¸¶´Ã,,,,2688.0,2688.0
826,19960430,1996,4,30,¸¶´Ã,,,,2700.0,2700.0
833,19960501,1996,5,1,¸¶´Ã,,,,2700.0,2700.0
840,19960502,1996,5,2,¸¶´Ã,,,,2700.0,2700.0
847,19960503,1996,5,3,¸¶´Ã,,,,2700.0,2700.0
854,19960504,1996,5,4,¸¶´Ã,,,,2700.0,2700.0
861,19960505,1996,5,5,¸¶´Ã,,,,2700.0,2700.0
868,19960506,1996,5,6,¸¶´Ã,,,,2700.0,2700.0
875,19960507,1996,5,7,¸¶´Ã,,,,2700.0,2683.0
882,19960508,1996,5,8,¸¶´Ã,,,,2683.0,2675.0
889,19960509,1996,5,9,¸¶´Ã,,,,2675.0,2675.0
896,19960510,1996,5,10,¸¶´Ã,,,,2675.0,2675.0
903,19960511,1996,5,11,¸¶´Ã,,,,2675.0,2675.0
907,19960523,1996,5,23,¸¶´Ã,,,,2908.0,2908.0
914,19960524,1996,5,24,¸¶´Ã,,,,2908.0,2925.0
921,19960525,1996,5,25,¸¶´Ã,,,,2908.0,2925.0
928,19960526,1996,5,26,¸¶´Ã,,,,2908.0,2925.0
935,19960527,1996,5,27,¸¶´Ã,,,,2908.0,2925.0
942,19960528,1996,5,28,¸¶´Ã,,,,2925.0,2917.0
949,19960529,1996,5,29,¸¶´Ã,,,,2917.0,2917.0
956,19960530,1996,5,30,¸¶´Ã,,,,2917.0,2917.0
963,19960531,1996,5,31,¸¶´Ã,,,,2917.0,2925.0
970,19960601,1996,6,1,¸¶´Ã,,,,2925.0,2925.0
977,19960602,1996,6,2,¸¶´Ã,,,,2925.0,2925.0
984,19960603,1996,6,3,¸¶´Ã,,,,2925.0,2925.0
991,19960604,1996,6,4,¸¶´Ã,,,,2925.0,2933.0
998,19960605,1996,6,5,¸¶´Ã,,,,2933.0,2883.0
1005,19960606,1996,6,6,¸¶´Ã,,,,2883.0,2858.0
1012,19960607,1996,6,7,¸¶´Ã,,,,2883.0,2858.0
1019,19960608,1996,6,8,¸¶´Ã,,,,2858.0,2842.0
1026,19960609,1996,6,9,¸¶´Ã,,,,2858.0,2842.0
1033,19960610,1996,6,10,¸¶´Ã,,,,2858.0,2842.0
1040,19960611,1996,6,11,¸¶´Ã,,,,2842.0,2842.0
1047,19960612,1996,6,12,¸¶´Ã,,,,2842.0,2858.0
1054,19960613,1996,6,13,¸¶´Ã,,,,2858.0,2850.0
1061,19960614,1996,6,14,¸¶´Ã,,,,2850.0,2867.0
1068,19960615,1996,6,15,¸¶´Ã,,,,2867.0,2867.0
1077,19960512,1996,5,12,¸¶´Ã,,,,2675.0,2675.0
1084,19960513,1996,5,13,¸¶´Ã,,,,2675.0,2675.0
1091,19960514,1996,5,14,¸¶´Ã,,,,2675.0,2704.0
1098,19960515,1996,5,15,¸¶´Ã,,,,2704.0,2754.0
1105,19960516,1996,5,16,¸¶´Ã,,,,2754.0,2792.0
1112,19960517,1996,5,17,¸¶´Ã,,,,2792.0,2833.0
1119,19960518,1996,5,18,¸¶´Ã,,,,2833.0,2875.0
1126,19960519,1996,5,19,¸¶´Ã,,,,2833.0,2875.0
1133,19960520,1996,5,20,¸¶´Ã,,,,2833.0,2875.0
1140,19960521,1996,5,21,¸¶´Ã,,,,2875.0,2900.0
1147,19960522,1996,5,22,¸¶´Ã,,,,2900.0,2908.0
1160,19960711,1996,7,11,¸¶´Ã,,,,2958.0,2967.0
1167,19960712,1996,7,12,¸¶´Ã,,,,2967.0,2975.0
1174,19960713,1996,7,13,¸¶´Ã,,,,2975.0,2975.0
1181,19960714,1996,7,14,¸¶´Ã,,,,2975.0,2975.0
1188,19960715,1996,7,15,¸¶´Ã,,,,2975.0,2975.0
1195,19960716,1996,7,16,¸¶´Ã,,,,2975.0,3000.0
1202,19960717,1996,7,17,¸¶´Ã,,,,3000.0,3058.0
1209,19960718,1996,7,18,¸¶´Ã,,,,3000.0,3058.0
1216,19960719,1996,7,19,¸¶´Ã,,,,3058.0,3058.0
1223,19960720,1996,7,20,¸¶´Ã,,,,3058.0,3146.0
1230,19960721,1996,7,21,¸¶´Ã,,,,3058.0,3146.0
1237,19960722,1996,7,22,¸¶´Ã,,,,3058.0,3146.0
1244,19960723,1996,7,23,¸¶´Ã,,,,3146.0,3171.0
1251,19960724,1996,7,24,¸¶´Ã,,,,3171.0,3213.0
1258,19960725,1996,7,25,¸¶´Ã,,,,3213.0,3254.0
1265,19960726,1996,7,26,¸¶´Ã,,,,3254.0,3263.0
1272,19960727,1996,7,27,¸¶´Ã,,,,3263.0,3304.0
1279,19960728,1996,7,28,¸¶´Ã,,,,3263.0,3304.0
1282,19960616,1996,6,16,¸¶´Ã,,,,2867.0,2867.0
1289,19960617,1996,6,17,¸¶´Ã,,,,2867.0,2867.0
1296,19960618,1996,6,18,¸¶´Ã,,,,2867.0,2875.0
1303,19960619,1996,6,19,¸¶´Ã,,,,2875.0,2875.0
1310,19960620,1996,6,20,¸¶´Ã,,,,2875.0,2867.0
1317,19960621,1996,6,21,¸¶´Ã,,,,2867.0,2850.0
1324,19960622,1996,6,22,¸¶´Ã,,,,2850.0,2850.0
1331,19960623,1996,6,23,¸¶´Ã,,,,2850.0,2850.0
1338,19960624,1996,6,24,¸¶´Ã,,,,2850.0,2850.0
1345,19960625,1996,6,25,¸¶´Ã,,,,2850.0,2842.0
1352,19960626,1996,6,26,¸¶´Ã,,,,2842.0,2842.0
1359,19960627,1996,6,27,¸¶´Ã,,,,2842.0,2842.0
1366,19960628,1996,6,28,¸¶´Ã,,,,2842.0,2842.0
1373,19960629,1996,6,29,¸¶´Ã,,,,2842.0,2842.0
1380,19960630,1996,6,30,¸¶´Ã,,,,2842.0,2842.0
1387,19960701,1996,7,1,¸¶´Ã,,,,2842.0,2842.0
1394,19960702,1996,7,2,¸¶´Ã,,,,2842.0,2892.0
1401,19960703,1996,7,3,¸¶´Ã,,,,2892.0,2892.0
1408,19960704,1996,7,4,¸¶´Ã,,,,2892.0,2892.0
1415,19960705,1996,7,5,¸¶´Ã,,,,2892.0,2892.0
1422,19960706,1996,7,6,¸¶´Ã,,,,2892.0,2892.0
1429,19960707,1996,7,7,¸¶´Ã,,,,2892.0,2900.0
1436,19960708,1996,7,8,¸¶´Ã,,,,2892.0,2900.0
1443,19960709,1996,7,9,¸¶´Ã,,,,2900.0,2942.0
1450,19960710,1996,7,10,¸¶´Ã,,,,2942.0,2958.0
1456,19960729,1996,7,29,¸¶´Ã,,,,3263.0,3304.0
1463,19960730,1996,7,30,¸¶´Ã,,,,3304.0,3350.0
1470,19960731,1996,7,31,¸¶´Ã,,,,3350.0,3367.0
1477,19960801,1996,8,1,¸¶´Ã,,,,3367.0,3383.0
1484,19960802,1996,8,2,¸¶´Ã,,,,3383.0,3383.0
1491,19960803,1996,8,3,¸¶´Ã,,,,3383.0,3383.0
1498,19960828,1996,8,28,¸¶´Ã,,,,4025.0,4017.0
1505,19960829,1996,8,29,¸¶´Ã,,,,4017.0,4017.0
1512,19960830,1996,8,30,¸¶´Ã,,,,4017.0,4017.0
1519,19960831,1996,8,31,¸¶´Ã,,,,4017.0,4000.0
1526,19960901,1996,9,1,¸¶´Ã,,,,4017.0,4000.0
1533,19960902,1996,9,2,¸¶´Ã,,,,4017.0,4000.0
1540,19960903,1996,9,3,¸¶´Ã,,,,4000.0,4000.0
1547,19960904,1996,9,4,¸¶´Ã,,,,4000.0,4000.0
1554,19960905,1996,9,5,¸¶´Ã,,,,4000.0,4000.0
1561,19960906,1996,9,6,¸¶´Ã,,,,4000.0,4000.0
1568,19960907,1996,9,7,¸¶´Ã,,,,4000.0,3992.0
1575,19960908,1996,9,8,¸¶´Ã,,,,4000.0,3992.0
1582,19960909,1996,9,9,¸¶´Ã,,,,4000.0,3992.0
1589,19960910,1996,9,10,¸¶´Ã,,,,3992.0,3975.0
1596,19960911,1996,9,11,¸¶´Ã,,,,3975.0,3975.0
1603,19960912,1996,9,12,¸¶´Ã,,,,3975.0,3950.0
1610,19960913,1996,9,13,¸¶´Ã,,,,3950.0,3900.0
1617,19960914,1996,9,14,¸¶´Ã,,,,3900.0,3892.0
1625,19960804,1996,8,4,¸¶´Ã,,,,3383.0,3383.0
1632,19960805,1996,8,5,¸¶´Ã,,,,3383.0,3383.0
1639,19960806,1996,8,6,¸¶´Ã,,,,3383.0,3400.0
1646,19960807,1996,8,7,¸¶´Ã,,,,3400.0,3392.0
1653,19960808,1996,8,8,¸¶´Ã,,,,3392.0,3408.0
1660,19960809,1996,8,9,¸¶´Ã,,,,3408.0,3433.0
1667,19960810,1996,8,10,¸¶´Ã,,,,3433.0,3500.0
1674,19960811,1996,8,11,¸¶´Ã,,,,3433.0,3500.0
1681,19960812,1996,8,12,¸¶´Ã,,,,3433.0,3500.0
1688,19960813,1996,8,13,¸¶´Ã,,,,3500.0,3525.0
1695,19960814,1996,8,14,¸¶´Ã,,,,3525.0,3583.0
1702,19960815,1996,8,15,¸¶´Ã,,,,3583.0,3583.0
1709,19960816,1996,8,16,¸¶´Ã,,,,3583.0,3583.0
1716,19960817,1996,8,17,¸¶´Ã,,,,3583.0,3742.0
1723,19960818,1996,8,18,¸¶´Ã,,,,3583.0,3742.0
1730,19960819,1996,8,19,¸¶´Ã,,,,3583.0,3742.0
1737,19960820,1996,8,20,¸¶´Ã,,,,3742.0,3892.0
1744,19960821,1996,8,21,¸¶´Ã,,,,3892.0,3967.0
1751,19960822,1996,8,22,¸¶´Ã,,,,3967.0,3992.0
1758,19960823,1996,8,23,¸¶´Ã,,,,3992.0,4000.0
1765,19960824,1996,8,24,¸¶´Ã,,,,4000.0,4017.0
1772,19960825,1996,8,25,¸¶´Ã,,,,4000.0,4017.0
1779,19960826,1996,8,26,¸¶´Ã,,,,4000.0,4017.0
1786,19960827,1996,8,27,¸¶´Ã,,,,4017.0,4025.0
1790,19961009,1996,10,9,¸¶´Ã,,,,3750.0,3733.0
1797,19961010,1996,10,10,¸¶´Ã,,,,3733.0,3733.0
1804,19961011,1996,10,11,¸¶´Ã,,,,3733.0,3733.0
1811,19961012,1996,10,12,¸¶´Ã,,,,3733.0,3733.0
1818,19961013,1996,10,13,¸¶´Ã,,,,3733.0,3733.0
1825,19961014,1996,10,14,¸¶´Ã,,,,3733.0,3733.0
1832,19961015,1996,10,15,¸¶´Ã,,,,3733.0,3742.0
1839,19961016,1996,10,16,¸¶´Ã,,,,3742.0,3692.0
1846,19961017,1996,10,17,¸¶´Ã,,,,3692.0,3717.0
1853,19961018,1996,10,18,¸¶´Ã,,,,3717.0,3742.0
1860,19961019,1996,10,19,¸¶´Ã,,,,3742.0,3725.0
1867,19961020,1996,10,20,¸¶´Ã,,,,3742.0,3725.0
1874,19961021,1996,10,21,¸¶´Ã,,,,3742.0,3725.0
1881,19961022,1996,10,22,¸¶´Ã,,,,3725.0,3717.0
1888,19961023,1996,10,23,¸¶´Ã,,,,3717.0,3696.0
1895,19961024,1996,10,24,¸¶´Ã,,,,3696.0,3679.0
1902,19961025,1996,10,25,¸¶´Ã,,,,3679.0,3679.0
1909,19961026,1996,10,26,¸¶´Ã,,,,3679.0,3679.0
1919,19960915,1996,9,15,¸¶´Ã,,,,3900.0,3892.0
1926,19960916,1996,9,16,¸¶´Ã,,,,3900.0,3892.0
1933,19960917,1996,9,17,¸¶´Ã,,,,3892.0,3900.0
1940,19960918,1996,9,18,¸¶´Ã,,,,3900.0,3900.0
1947,19960919,1996,9,19,¸¶´Ã,,,,3900.0,3900.0
1954,19960920,1996,9,20,¸¶´Ã,,,,3900.0,3892.0
1961,19960921,1996,9,21,¸¶´Ã,,,,3892.0,3867.0
1968,19960922,1996,9,22,¸¶´Ã,,,,3892.0,3867.0
1975,19960923,1996,9,23,¸¶´Ã,,,,3892.0,3867.0
1982,19960924,1996,9,24,¸¶´Ã,,,,3867.0,3850.0
1989,19960925,1996,9,25,¸¶´Ã,,,,3850.0,3850.0
1996,19960926,1996,9,26,¸¶´Ã,,,,3850.0,3825.0
2003,19960927,1996,9,27,¸¶´Ã,,,,3850.0,3825.0
2010,19960928,1996,9,28,¸¶´Ã,,,,3850.0,3825.0
2017,19960929,1996,9,29,¸¶´Ã,,,,3850.0,3825.0
2024,19960930,1996,9,30,¸¶´Ã,,,,3850.0,3825.0
2031,19961001,1996,10,1,¸¶´Ã,,,,3825.0,3855.0
2038,19961002,1996,10,2,¸¶´Ã,,,,3855.0,3792.0
2045,19961003,1996,10,3,¸¶´Ã,,,,3792.0,3792.0
2052,19961004,1996,10,4,¸¶´Ã,,,,3792.0,3792.0
2059,19961005,1996,10,5,¸¶´Ã,,,,3792.0,3767.0
2066,19961006,1996,10,6,¸¶´Ã,,,,3792.0,3767.0
2073,19961007,1996,10,7,¸¶´Ã,,,,3792.0,3767.0
2080,19961008,1996,10,8,¸¶´Ã,,,,3767.0,3750.0
2086,19961027,1996,10,27,¸¶´Ã,,,,3679.0,3679.0
2093,19961028,1996,10,28,¸¶´Ã,,,,3679.0,3679.0
2100,19961029,1996,10,29,¸¶´Ã,,,,3679.0,3679.0
2107,19961030,1996,10,30,¸¶´Ã,,,,3679.0,3679.0
2114,19961031,1996,10,31,¸¶´Ã,,,,3679.0,3679.0
2121,19961101,1996,11,1,¸¶´Ã,,,,3679.0,3671.0
2128,19961102,1996,11,2,¸¶´Ã,,,,3671.0,3663.0
2135,19961103,1996,11,3,¸¶´Ã,,,,3671.0,3663.0
2142,19961104,1996,11,4,¸¶´Ã,,,,3671.0,3663.0
2149,19961105,1996,11,5,¸¶´Ã,,,,3663.0,3654.0
2156,19961106,1996,11,6,¸¶´Ã,,,,3654.0,3654.0
2163,19961107,1996,11,7,¸¶´Ã,,,,3654.0,3654.0
2170,19961108,1996,11,8,¸¶´Ã,,,,3654.0,3654.0
2173,19961203,1996,12,3,¸¶´Ã,,,,3708.0,3708.0
2180,19961204,1996,12,4,¸¶´Ã,,,,3708.0,3717.0
2187,19961205,1996,12,5,¸¶´Ã,,,,3717.0,3725.0
2194,19961206,1996,12,6,¸¶´Ã,,,,3725.0,3725.0
2201,19961207,1996,12,7,¸¶´Ã,,,,3725.0,3725.0
2208,19961208,1996,12,8,¸¶´Ã,,,,3725.0,3750.0
2215,19961209,1996,12,9,¸¶´Ã,,,,3725.0,3750.0
2222,19961210,1996,12,10,¸¶´Ã,,,,3750.0,3758.0
2229,19961211,1996,12,11,¸¶´Ã,,,,3758.0,3808.0
2236,19961212,1996,12,12,¸¶´Ã,,,,3808.0,3808.0
2243,19961213,1996,12,13,¸¶´Ã,,,,3808.0,3817.0
2250,19961214,1996,12,14,¸¶´Ã,,,,3817.0,3842.0
2262,19961109,1996,11,9,¸¶´Ã,,,,3654.0,3654.0
2269,19961110,1996,11,10,¸¶´Ã,,,,3654.0,3654.0
2276,19961111,1996,11,11,¸¶´Ã,,,,3654.0,3654.0
2283,19961112,1996,11,12,¸¶´Ã,,,,3654.0,3654.0
2290,19961113,1996,11,13,¸¶´Ã,,,,3654.0,3654.0
2297,19961114,1996,11,14,¸¶´Ã,,,,3654.0,3638.0
2304,19961115,1996,11,15,¸¶´Ã,,,,3638.0,3638.0
2311,19961116,1996,11,16,¸¶´Ã,,,,3638.0,3638.0
2318,19961117,1996,11,17,¸¶´Ã,,,,3638.0,3621.0
2325,19961118,1996,11,18,¸¶´Ã,,,,3638.0,3621.0
2332,19961119,1996,11,19,¸¶´Ã,,,,3621.0,3613.0
2339,19961120,1996,11,20,¸¶´Ã,,,,3613.0,3613.0
2346,19961121,1996,11,21,¸¶´Ã,,,,3613.0,3646.0
2353,19961122,1996,11,22,¸¶´Ã,,,,3646.0,3638.0
2360,19961123,1996,11,23,¸¶´Ã,,,,3638.0,3638.0
2367,19961124,1996,11,24,¸¶´Ã,,,,3638.0,3646.0
2374,19961125,1996,11,25,¸¶´Ã,,,,3638.0,3646.0
2381,19961126,1996,11,26,¸¶´Ã,,,,3646.0,3646.0
2388,19961127,1996,11,27,¸¶´Ã,,,,3646.0,3708.0
2395,19961128,1996,11,28,¸¶´Ã,,,,3708.0,3708.0
2402,19961129,1996,11,29,¸¶´Ã,,,,3708.0,3708.0
2409,19961130,1996,11,30,¸¶´Ã,,,,3708.0,3708.0
2416,19961201,1996,12,1,¸¶´Ã,,,,3708.0,3708.0
2423,19961202,1996,12,2,¸¶´Ã,,,,3708.0,3708.0
2431,19970108,1997,1,8,¸¶´Ã,,,,3925.0,3975.0
2438,19970109,1997,1,9,¸¶´Ã,,,,3975.0,4017.0
2445,19970110,1997,1,10,¸¶´Ã,,,,4017.0,4050.0
2452,19970111,1997,1,11,¸¶´Ã,,,,4050.0,4108.0
2459,19970112,1997,1,12,¸¶´Ã,,,,4108.0,4108.0
2466,19970113,1997,1,13,¸¶´Ã,,,,4108.0,4108.0
2473,19970114,1997,1,14,¸¶´Ã,,,,4108.0,4142.0
2480,19970115,1997,1,15,¸¶´Ã,,,,4142.0,4192.0
2487,19970116,1997,1,16,¸¶´Ã,,,,4192.0,4196.0
2494,19970117,1997,1,17,¸¶´Ã,,,,4196.0,4196.0
2501,19970118,1997,1,18,¸¶´Ã,,,,4196.0,4238.0
2508,19970119,1997,1,19,¸¶´Ã,,,,4238.0,4246.0
2515,19970120,1997,1,20,¸¶´Ã,,,,4238.0,4246.0
2522,19970121,1997,1,21,¸¶´Ã,,,,4246.0,4267.0
2529,19970122,1997,1,22,¸¶´Ã,,,,4267.0,4296.0
2536,19970123,1997,1,23,¸¶´Ã,,,,4296.0,4313.0
2542,19961215,1996,12,15,¸¶´Ã,,,,3842.0,3842.0
2549,19961216,1996,12,16,¸¶´Ã,,,,3842.0,3842.0
2556,19961217,1996,12,17,¸¶´Ã,,,,3842.0,3842.0
2563,19961218,1996,12,18,¸¶´Ã,,,,3842.0,3842.0
2570,19961219,1996,12,19,¸¶´Ã,,,,3842.0,3842.0
2577,19961220,1996,12,20,¸¶´Ã,,,,3842.0,3842.0
2584,19961221,1996,12,21,¸¶´Ã,,,,3842.0,3842.0
2591,19961222,1996,12,22,¸¶´Ã,,,,3842.0,3842.0
2598,19961223,1996,12,23,¸¶´Ã,,,,3842.0,3842.0
2605,19961224,1996,12,24,¸¶´Ã,,,,3842.0,3842.0
2612,19961225,1996,12,25,¸¶´Ã,,,,3842.0,3842.0
2619,19961226,1996,12,26,¸¶´Ã,,,,3842.0,3842.0
2626,19961227,1996,12,27,¸¶´Ã,,,,3842.0,3842.0
2633,19961228,1996,12,28,¸¶´Ã,,,,3842.0,3842.0
2640,19961229,1996,12,29,¸¶´Ã,,,,3842.0,3842.0
2647,19961230,1996,12,30,¸¶´Ã,,,,3842.0,3842.0
2654,19961231,1996,12,31,¸¶´Ã,,,,3842.0,3842.0
2661,19970101,1997,1,1,¸¶´Ã,,,,3842.0,3842.0
2668,19970102,1997,1,2,¸¶´Ã,,,,3842.0,3842.0
2675,19970103,1997,1,3,¸¶´Ã,,,,3842.0,3842.0
2682,19970104,1997,1,4,¸¶´Ã,,,,3842.0,3900.0
2689,19970105,1997,1,5,¸¶´Ã,,,,3900.0,3917.0
2696,19970106,1997,1,6,¸¶´Ã,,,,3900.0,3917.0
2703,19970107,1997,1,7,¸¶´Ã,,,,3917.0,3925.0
2709,19970124,1997,1,24,¸¶´Ã,,,,4313.0,4413.0
2716,19970125,1997,1,25,¸¶´Ã,,,,4413.0,4463.0
2723,19970126,1997,1,26,¸¶´Ã,,,,4463.0,4504.0
2730,19970127,1997,1,27,¸¶´Ã,,,,4463.0,4504.0
