,INQ_YMD,YEAR,MONTH,DAY,PDLT_NM,NMYR_RATE,WHSL_DAIL_PRCE,WHSL_BFRT_PRCE,RTSL_BFRT_PRCE,RTSL_DAIL_PRCE
2,19960128,1996,1,28,건고추,,5328.57,5328.57,6267.0,6267.0
8,19960127,1996,1,27,건고추,,5328.57,5328.57,6267.0,6267.0
16,19960129,1996,1,29,건고추,,5328.57,5328.57,6267.0,6267.0
23,19960130,1996,1,30,건고추,,5364.29,5328.57,6267.0,6283.0
30,19960131,1996,1,31,건고추,,5364.29,5364.29,6283.0,6283.0
37,19960201,1996,2,1,건고추,,5371.43,5364.29,6283.0,6283.0
52,19960104,1996,1,4,건고추,,5208.33,,,6144.0
57,19960105,1996,1,5,건고추,,5185.71,5208.33,6144.0,6167.0
64,19960106,1996,1,6,건고추,,5185.71,5185.71,6167.0,6167.0
71,19960107,1996,1,7,건고추,,5185.71,5185.71,6167.0,6167.0
78,19960108,1996,1,8,건고추,,5185.71,5185.71,6167.0,6167.0
85,19960109,1996,1,9,건고추,,5185.71,5185.71,6167.0,6167.0
92,19960110,1996,1,10,건고추,,5185.71,5185.71,6167.0,6167.0
99,19960111,1996,1,11,건고추,,5185.71,5185.71,6167.0,6167.0
106,19960112,1996,1,12,건고추,,5185.71,5185.71,6167.0,6167.0
113,19960113,1996,1,13,건고추,,5185.71,5185.71,6167.0,6167.0
120,19960114,1996,1,14,건고추,,5185.71,5185.71,6167.0,6167.0
127,19960115,1996,1,15,건고추,,5185.71,5185.71,6167.0,6167.0
131,19960116,1996,1,16,건고추,,5185.71,5185.71,6167.0,6167.0
141,19960117,1996,1,17,건고추,,5185.71,5185.71,6167.0,6167.0
148,19960118,1996,1,18,건고추,,5200.0,5185.71,6167.0,6167.0
155,19960119,1996,1,19,건고추,,5221.43,5200.0,6167.0,6192.0
162,19960120,1996,1,20,건고추,,5235.71,5221.43,6192.0,6208.0
168,19960122,1996,1,22,건고추,,5235.71,5221.43,6192.0,6208.0
176,19960121,1996,1,21,건고추,,5235.71,5221.43,6192.0,6208.0
183,19960123,1996,1,23,건고추,,5253.57,5235.71,6208.0,6233.0
190,19960124,1996,1,24,건고추,,5285.71,5253.57,6233.0,6242.0
197,19960125,1996,1,25,건고추,,5321.43,5285.71,6242.0,6267.0
204,19960126,1996,1,26,건고추,,5328.57,5321.43,6267.0,6267.0
209,19960202,1996,2,2,건고추,,5378.57,5371.43,6283.0,6283.0
216,19960203,1996,2,3,건고추,,5378.57,5378.57,6283.0,6242.0
223,19960204,1996,2,4,건고추,,5378.57,5378.57,6283.0,6242.0
230,19960205,1996,2,5,건고추,,5378.57,5378.57,6283.0,6242.0
237,19960206,1996,2,6,건고추,,5400.0,5378.57,6242.0,6283.0
244,19960207,1996,2,7,건고추,,5407.14,5400.0,6283.0,6292.0
251,19960208,1996,2,8,건고추,,5407.14,5407.14,6292.0,6300.0
258,19960209,1996,2,9,건고추,,5407.14,5407.14,6300.0,6308.0
265,19960210,1996,2,10,건고추,,5407.14,5407.14,6308.0,6308.0
272,19960211,1996,2,11,건고추,,5407.14,5407.14,6308.0,6308.0
279,19960212,1996,2,12,건고추,,5407.14,5407.14,6308.0,6308.0
286,19960213,1996,2,13,건고추,,5407.14,5407.14,6308.0,6308.0
293,19960214,1996,2,14,건고추,,5407.14,5407.14,6308.0,6308.0
302,19960305,1996,3,5,건고추,,5421.43,5414.29,6325.0,6342.0
309,19960306,1996,3,6,건고추,,5421.43,5421.43,6342.0,6342.0
316,19960307,1996,3,7,건고추,,5421.43,5421.43,6342.0,6342.0
323,19960308,1996,3,8,건고추,,5421.43,5421.43,6342.0,6342.0
330,19960309,1996,3,9,건고추,,5442.86,5421.43,6342.0,6367.0
337,19960310,1996,3,10,건고추,,5442.86,5421.43,6342.0,6367.0
344,19960311,1996,3,11,건고추,,5442.86,5421.43,6342.0,6367.0
351,19960312,1996,3,12,건고추,,5442.86,5442.86,6367.0,6367.0
358,19960313,1996,3,13,건고추,,5442.86,5442.86,6367.0,6367.0
365,19960314,1996,3,14,건고추,,5442.86,5442.86,6367.0,6367.0
372,19960315,1996,3,15,건고추,,5442.86,5442.86,6367.0,6400.0
381,19960215,1996,2,15,건고추,,5407.14,5407.14,6308.0,6308.0
388,19960216,1996,2,16,건고추,,5407.14,5407.14,6308.0,6308.0
395,19960217,1996,2,17,건고추,,5407.14,5407.14,6308.0,6308.0
402,19960218,1996,2,18,건고추,,5407.14,5407.14,6308.0,6308.0
409,19960219,1996,2,19,건고추,,5407.14,5407.14,6308.0,6308.0
416,19960220,1996,2,20,건고추,,5407.14,5407.14,6308.0,6308.0
423,19960316,1996,3,16,건고추,,5442.86,5442.86,6400.0,6400.0
430,19960317,1996,3,17,건고추,,5442.86,5442.86,6400.0,6400.0
437,19960318,1996,3,18,건고추,,5442.86,5442.86,6400.0,6400.0
444,19960319,1996,3,19,건고추,,5442.86,5442.86,6400.0,6400.0
451,19960320,1996,3,20,건고추,,5442.86,5442.86,6400.0,6400.0
458,19960321,1996,3,21,건고추,,5450.0,5442.86,6400.0,6408.0
463,19960221,1996,2,21,건고추,,5407.14,5407.14,6308.0,6308.0
470,19960222,1996,2,22,건고추,,5407.14,5407.14,6308.0,6308.0
477,19960223,1996,2,23,건고추,,5407.14,5407.14,6308.0,6308.0
484,19960224,1996,2,24,건고추,,5407.14,5407.14,6308.0,6308.0
491,19960225,1996,2,25,건고추,,5407.14,5407.14,6308.0,6308.0
498,19960226,1996,2,26,건고추,,5407.14,5407.14,6308.0,6308.0
505,19960227,1996,2,27,건고추,,5407.14,5407.14,6308.0,6308.0
512,19960228,1996,2,28,건고추,,5414.29,5407.14,6308.0,6325.0
519,19960229,1996,2,29,건고추,,5414.29,5414.29,6325.0,6325.0
526,19960301,1996,3,1,건고추,,5414.29,5414.29,6325.0,6325.0
533,19960302,1996,3,2,건고추,,5414.29,5414.29,6325.0,6325.0
540,19960303,1996,3,3,건고추,,5414.29,5414.29,6325.0,6325.0
547,19960304,1996,3,4,건고추,,5414.29,5414.29,6325.0,6325.0
548,19960413,1996,4,13,건고추,,5442.86,5442.86,6400.0,6400.0
555,19960414,1996,4,14,건고추,,5442.86,5442.86,6400.0,6400.0
562,19960415,1996,4,15,건고추,,5442.86,5442.86,6400.0,6400.0
569,19960416,1996,4,16,건고추,,5442.86,5442.86,6400.0,6400.0
576,19960417,1996,4,17,건고추,,5442.86,5442.86,6400.0,6400.0
583,19960418,1996,4,18,건고추,,5442.86,5442.86,6400.0,6400.0
590,19960419,1996,4,19,건고추,,5442.86,5442.86,6400.0,6400.0
597,19960420,1996,4,20,건고추,,5442.86,5442.86,6400.0,6400.0
604,19960421,1996,4,21,건고추,,5442.86,5442.86,6400.0,6400.0
611,19960422,1996,4,22,건고추,,5442.86,5442.86,6400.0,6400.0
618,19960423,1996,4,23,건고추,,5442.86,5442.86,6400.0,6400.0
625,19960424,1996,4,24,건고추,,5442.86,5442.86,6400.0,6400.0
632,19960425,1996,4,25,건고추,,5442.86,5442.86,6400.0,6400.0
639,19960426,1996,4,26,건고추,,5442.86,5442.86,6400.0,6400.0
646,19960427,1996,4,27,건고추,,5442.86,5442.86,6400.0,6400.0
653,19960428,1996,4,28,건고추,,5442.86,5442.86,6400.0,6400.0
660,19960429,1996,4,29,건고추,,5442.86,5442.86,6400.0,6400.0
667,19960430,1996,4,30,건고추,,5442.86,5442.86,6400.0,6400.0
672,19960322,1996,3,22,건고추,,5457.14,5450.0,6408.0,6417.0
679,19960323,1996,3,23,건고추,,5457.14,5457.14,6417.0,6417.0
686,19960324,1996,3,24,건고추,,5457.14,5457.14,6417.0,6417.0
693,19960325,1996,3,25,건고추,,5457.14,5457.14,6417.0,6417.0
700,19960326,1996,3,26,건고추,,5457.14,5457.14,6417.0,6417.0
707,19960327,1996,3,27,건고추,,5457.14,5457.14,6417.0,6417.0
714,19960328,1996,3,28,건고추,,5457.14,5457.14,6417.0,6417.0
721,19960329,1996,3,29,건고추,,5457.14,5457.14,6417.0,6417.0
728,19960330,1996,3,30,건고추,,5457.14,5457.14,6417.0,6417.0
735,19960331,1996,3,31,건고추,,5457.14,5457.14,6417.0,6417.0
742,19960401,1996,4,1,건고추,,5457.14,5457.14,6417.0,6417.0
749,19960402,1996,4,2,건고추,,5457.14,5457.14,6417.0,6417.0
756,19960403,1996,4,3,건고추,,5457.14,5457.14,6417.0,6417.0
763,19960404,1996,4,4,건고추,,5457.14,5457.14,6417.0,6417.0
770,19960405,1996,4,5,건고추,,5464.29,5457.14,6417.0,6425.0
777,19960406,1996,4,6,건고추,,5464.29,5457.14,6417.0,6425.0
784,19960407,1996,4,7,건고추,,5464.29,5464.29,6425.0,6425.0
791,19960408,1996,4,8,건고추,,5464.29,5464.29,6425.0,6425.0
798,19960409,1996,4,9,건고추,,5450.0,5464.29,6425.0,6425.0
805,19960410,1996,4,10,건고추,,5450.0,5450.0,6425.0,6400.0
812,19960411,1996,4,11,건고추,,5442.86,5450.0,6400.0,6400.0
819,19960412,1996,4,12,건고추,,5442.86,5450.0,6400.0,6400.0
832,19960501,1996,5,1,건고추,,5442.86,5442.86,6400.0,6400.0
839,19960502,1996,5,2,건고추,,5442.86,5442.86,6400.0,6400.0
846,19960503,1996,5,3,건고추,,5442.86,5442.86,6400.0,6400.0
853,19960504,1996,5,4,건고추,,5442.86,5442.86,6400.0,6400.0
860,19960505,1996,5,5,건고추,,5442.86,5442.86,6400.0,6400.0
867,19960506,1996,5,6,건고추,,5442.86,5442.86,6400.0,6400.0
874,19960507,1996,5,7,건고추,,5442.86,5442.86,6400.0,6400.0
881,19960508,1996,5,8,건고추,,5450.0,5442.86,6400.0,6417.0
888,19960509,1996,5,9,건고추,,5428.57,5450.0,6417.0,6417.0
895,19960510,1996,5,10,건고추,,5428.57,5428.57,6417.0,6417.0
902,19960511,1996,5,11,건고추,,5428.57,5428.57,6417.0,6417.0
913,19960524,1996,5,24,건고추,,5342.86,5350.0,6342.0,6333.0
920,19960525,1996,5,25,건고추,,5342.86,5350.0,6342.0,6333.0
927,19960526,1996,5,26,건고추,,5342.86,5350.0,6342.0,6333.0
934,19960527,1996,5,27,건고추,,5342.86,5350.0,6342.0,6333.0
941,19960528,1996,5,28,건고추,,5342.86,5342.86,6333.0,6333.0
948,19960529,1996,5,29,건고추,,5307.14,5342.86,6333.0,6333.0
955,19960530,1996,5,30,건고추,,5307.14,5307.14,6333.0,6333.0
962,19960531,1996,5,31,건고추,,5307.14,5307.14,6333.0,6333.0
969,19960601,1996,6,1,건고추,,5300.0,5307.14,6333.0,6333.0
976,19960602,1996,6,2,건고추,,5300.0,5307.14,6333.0,6333.0
983,19960603,1996,6,3,건고추,,5300.0,5307.14,6333.0,6333.0
990,19960604,1996,6,4,건고추,,5278.57,5300.0,6333.0,6308.0
997,19960605,1996,6,5,건고추,,5278.57,5278.57,6308.0,6308.0
1004,19960606,1996,6,6,건고추,,5278.57,5278.57,6308.0,6308.0
1011,19960607,1996,6,7,건고추,,5278.57,5278.57,6308.0,6308.0
1018,19960608,1996,6,8,건고추,,5271.43,5278.57,6308.0,6308.0
1025,19960609,1996,6,9,건고추,,5271.43,5278.57,6308.0,6308.0
1032,19960610,1996,6,10,건고추,,5271.43,5278.57,6308.0,6308.0
1039,19960611,1996,6,11,건고추,,5257.14,5271.43,6308.0,6308.0
1046,19960612,1996,6,12,건고추,,5257.14,5257.14,6308.0,6308.0
1053,19960613,1996,6,13,건고추,,5278.57,5257.14,6308.0,6308.0
1060,19960614,1996,6,14,건고추,,5278.57,5278.57,6308.0,6308.0
1067,19960615,1996,6,15,건고추,,5235.71,5278.57,6308.0,6308.0
1076,19960512,1996,5,12,건고추,,5428.57,5428.57,6417.0,6417.0
1083,19960513,1996,5,13,건고추,,5428.57,5428.57,6417.0,6417.0
1090,19960514,1996,5,14,건고추,,5414.29,5428.57,6417.0,6400.0
1097,19960515,1996,5,15,건고추,,5385.71,5414.29,6400.0,6383.0
1104,19960516,1996,5,16,건고추,,5357.14,5385.71,6383.0,6383.0
1111,19960517,1996,5,17,건고추,,5357.14,5357.14,6383.0,6383.0
1118,19960518,1996,5,18,건고추,,5357.14,5357.14,6383.0,6383.0
1125,19960519,1996,5,19,건고추,,5357.14,5357.14,6383.0,6383.0
1132,19960520,1996,5,20,건고추,,5357.14,5357.14,6383.0,6383.0
1139,19960521,1996,5,21,건고추,,5350.0,5357.14,6383.0,6358.0
1146,19960522,1996,5,22,건고추,,5350.0,5350.0,6358.0,6358.0
1153,19960523,1996,5,23,건고추,,5350.0,5350.0,6358.0,6342.0
1159,19960711,1996,7,11,건고추,,4900.0,4907.14,6083.0,6083.0
1166,19960712,1996,7,12,건고추,,4878.57,4900.0,6083.0,6083.0
1173,19960713,1996,7,13,건고추,,4871.43,4878.57,6083.0,6083.0
1180,19960714,1996,7,14,건고추,,4871.43,4878.57,6083.0,6083.0
1187,19960715,1996,7,15,건고추,,4871.43,4878.57,6083.0,6083.0
1194,19960716,1996,7,16,건고추,,4871.43,4871.43,6083.0,6083.0
1201,19960717,1996,7,17,건고추,,4871.43,4871.43,6083.0,6083.0
1208,19960718,1996,7,18,건고추,,4871.43,4871.43,6083.0,6083.0
1215,19960719,1996,7,19,건고추,,4871.43,4871.43,6083.0,6083.0
1222,19960720,1996,7,20,건고추,,4857.14,4871.43,6083.0,6083.0
1229,19960721,1996,7,21,건고추,,4857.14,4871.43,6083.0,6083.0
1236,19960722,1996,7,22,건고추,,4857.14,4871.43,6083.0,6083.0
1243,19960723,1996,7,23,건고추,,4842.86,4857.14,6083.0,6075.0
1250,19960724,1996,7,24,건고추,,4814.29,4842.86,6075.0,6075.0
1257,19960725,1996,7,25,건고추,,4828.57,4814.29,6075.0,6075.0
1264,19960726,1996,7,26,건고추,,4828.57,4828.57,6075.0,6075.0
1271,19960727,1996,7,27,건고추,,4821.43,4828.57,6075.0,6075.0
1278,19960728,1996,7,28,건고추,,4821.43,4828.57,6075.0,6075.0
1281,19960616,1996,6,16,건고추,,5235.71,5278.57,6308.0,6308.0
1288,19960617,1996,6,17,건고추,,5235.71,5278.57,6308.0,6308.0
1295,19960618,1996,6,18,건고추,,5200.0,5235.71,6308.0,6283.0
1302,19960619,1996,6,19,건고추,,5200.0,5200.0,6283.0,6283.0
1309,19960620,1996,6,20,건고추,,5207.14,5200.0,6283.0,6275.0
1316,19960621,1996,6,21,건고추,,5157.14,5207.14,6275.0,6258.0
1323,19960622,1996,6,22,건고추,,5142.86,5157.14,6258.0,6258.0
1330,19960623,1996,6,23,건고추,,5142.86,5157.14,6258.0,6258.0
1337,19960624,1996,6,24,건고추,,5142.86,5157.14,6258.0,6258.0
1344,19960625,1996,6,25,건고추,,5100.0,5142.86,6258.0,6225.0
1351,19960626,1996,6,26,건고추,,5092.86,5100.0,6225.0,6225.0
1358,19960627,1996,6,27,건고추,,5078.57,5092.86,6225.0,6225.0
1365,19960628,1996,6,28,건고추,,5064.29,5078.57,6225.0,6225.0
1372,19960629,1996,6,29,건고추,,5042.86,5064.29,6225.0,6225.0
1379,19960630,1996,6,30,건고추,,5042.86,5064.29,6225.0,6225.0
1386,19960701,1996,7,1,건고추,,5042.86,5064.29,6225.0,6225.0
1393,19960702,1996,7,2,건고추,,5007.14,5042.86,6225.0,6208.0
1400,19960703,1996,7,3,건고추,,4992.86,5007.14,6208.0,6200.0
1407,19960704,1996,7,4,건고추,,4957.14,4992.86,6200.0,6158.0
1414,19960705,1996,7,5,건고추,,4907.14,4957.14,6158.0,6117.0
1421,19960706,1996,7,6,건고추,,4907.14,4907.14,6117.0,6117.0
1428,19960707,1996,7,7,건고추,,4907.14,4907.14,6117.0,6117.0
1435,19960708,1996,7,8,건고추,,4907.14,4907.14,6117.0,6117.0
1442,19960709,1996,7,9,건고추,,4907.14,4907.14,6117.0,6108.0
1449,19960710,1996,7,10,건고추,,4907.14,4907.14,6108.0,6083.0
1455,19960729,1996,7,29,건고추,,4821.43,4828.57,6075.0,6075.0
1462,19960730,1996,7,30,건고추,,4792.86,4821.43,6075.0,6042.0
1469,19960731,1996,7,31,건고추,,4792.86,4792.86,6042.0,6042.0
1476,19960801,1996,8,1,건고추,,4782.14,4792.86,6042.0,6042.0
1483,19960802,1996,8,2,건고추,,4753.13,4782.14,6042.0,6025.0
1490,19960803,1996,8,3,건고추,,4740.63,4753.13,6025.0,6025.0
1497,19960828,1996,8,28,건고추,,4329.17,4337.5,5400.0,5500.0
1504,19960829,1996,8,29,건고추,,4329.17,4329.17,5500.0,5532.0
1511,19960830,1996,8,30,건고추,,4329.17,4329.17,5532.0,5558.0
1518,19960831,1996,8,31,건고추,,4325.0,4329.17,5558.0,5558.0
1525,19960901,1996,9,1,건고추,,4325.0,4329.17,5558.0,5558.0
1532,19960902,1996,9,2,건고추,,4325.0,4329.17,5558.0,5558.0
1539,19960903,1996,9,3,건고추,,4446.15,4325.0,5558.0,5650.0
1546,19960904,1996,9,4,건고추,,4446.15,4446.15,5650.0,5717.0
1553,19960905,1996,9,5,건고추,,4389.29,4446.15,5717.0,5700.0
1560,19960906,1996,9,6,건고추,,4371.43,4389.29,5700.0,5700.0
1567,19960907,1996,9,7,건고추,,4371.43,4371.43,5700.0,5700.0
1574,19960908,1996,9,8,건고추,,4371.43,4371.43,5700.0,5700.0
1581,19960909,1996,9,9,건고추,,4371.43,4371.43,5700.0,5700.0
1588,19960910,1996,9,10,건고추,,4364.29,4371.43,5700.0,5700.0
1595,19960911,1996,9,11,건고추,,4342.86,4364.29,5700.0,5683.0
1602,19960912,1996,9,12,건고추,,4321.43,4342.86,5683.0,5667.0
1609,19960913,1996,9,13,건고추,,4278.57,4321.43,5667.0,5600.0
1616,19960914,1996,9,14,건고추,,4250.0,4278.57,5600.0,5550.0
1624,19960804,1996,8,4,건고추,,4740.63,4753.13,6025.0,6025.0
1631,19960805,1996,8,5,건고추,,4740.63,4753.13,6025.0,6025.0
1638,19960806,1996,8,6,건고추,,4708.33,4740.63,6025.0,6025.0
1645,19960807,1996,8,7,건고추,,4572.5,4708.33,6025.0,5975.0
1652,19960808,1996,8,8,건고추,,4537.5,4572.5,5975.0,5892.0
1659,19960809,1996,8,9,건고추,,4469.05,4537.5,5892.0,5842.0
1666,19960810,1996,8,10,건고추,,4438.64,4469.05,5842.0,5792.0
1673,19960811,1996,8,11,건고추,,4438.64,4469.05,5842.0,5792.0
1680,19960812,1996,8,12,건고추,,4438.64,4469.05,5842.0,5792.0
1687,19960813,1996,8,13,건고추,,4384.09,4438.64,5792.0,5773.0
1694,19960814,1996,8,14,건고추,,4328.26,4384.09,5773.0,5664.0
1701,19960815,1996,8,15,건고추,,4323.91,4328.26,5664.0,5509.0
1708,19960816,1996,8,16,건고추,,4323.91,4328.26,5664.0,5509.0
1715,19960817,1996,8,17,건고추,,4306.25,4323.91,5509.0,5418.0
1722,19960818,1996,8,18,건고추,,4306.25,4323.91,5509.0,5418.0
1729,19960819,1996,8,19,건고추,,4306.25,4323.91,5509.0,5418.0
1736,19960820,1996,8,20,건고추,,4318.75,4306.25,5418.0,5473.0
1743,19960821,1996,8,21,건고추,,4337.5,4318.75,5473.0,5473.0
1750,19960822,1996,8,22,건고추,,4332.0,4337.5,5473.0,5400.0
1757,19960823,1996,8,23,건고추,,4347.83,4332.0,5400.0,5400.0
1764,19960824,1996,8,24,건고추,,4339.58,4347.83,5400.0,5400.0
1771,19960825,1996,8,25,건고추,,4339.58,4347.83,5400.0,5400.0
1778,19960826,1996,8,26,건고추,,4339.58,4347.83,5400.0,5400.0
1785,19960827,1996,8,27,건고추,,4337.5,4339.58,5400.0,5400.0
1789,19961009,1996,10,9,건고추,,3664.29,3692.86,5183.0,5167.0
1796,19961010,1996,10,10,건고추,,3650.0,3664.29,5167.0,5125.0
1803,19961011,1996,10,11,건고추,,3614.29,3650.0,5125.0,5092.0
1810,19961012,1996,10,12,건고추,,3607.14,3614.29,5092.0,5083.0
1817,19961013,1996,10,13,건고추,,3607.14,3614.29,5092.0,5083.0
1824,19961014,1996,10,14,건고추,,3607.14,3614.29,5092.0,5083.0
1831,19961015,1996,10,15,건고추,,3600.0,3607.14,5083.0,5083.0
1838,19961016,1996,10,16,건고추,,3557.14,3600.0,5083.0,5042.0
1845,19961017,1996,10,17,건고추,,3521.43,3557.14,5042.0,4975.0
1852,19961018,1996,10,18,건고추,,3521.43,3521.43,4975.0,4967.0
1859,19961019,1996,10,19,건고추,,3471.43,3521.43,4967.0,4967.0
1866,19961020,1996,10,20,건고추,,3471.43,3521.43,4967.0,4967.0
1873,19961021,1996,10,21,건고추,,3471.43,3521.43,4967.0,4967.0
1880,19961022,1996,10,22,건고추,,3414.29,3471.43,4967.0,4925.0
1887,19961023,1996,10,23,건고추,,3378.57,3414.29,4925.0,4892.0
1894,19961024,1996,10,24,건고추,,3357.14,3378.57,4892.0,4850.0
1901,19961025,1996,10,25,건고추,,3350.0,3357.14,4850.0,4867.0
1908,19961026,1996,10,26,건고추,,3342.86,3350.0,4867.0,4867.0
1918,19960915,1996,9,15,건고추,,4250.0,4278.57,5600.0,5550.0
1925,19960916,1996,9,16,건고추,,4250.0,4278.57,5600.0,5550.0
1932,19960917,1996,9,17,건고추,,4207.14,4250.0,5550.0,5492.0
1939,19960918,1996,9,18,건고추,,4121.43,4207.14,5492.0,5450.0
1946,19960919,1996,9,19,건고추,,4064.29,4121.43,5450.0,5417.0
1953,19960920,1996,9,20,건고추,,4035.71,4064.29,5417.0,5400.0
1960,19960921,1996,9,21,건고추,,4000.0,4035.71,5400.0,5400.0
1967,19960922,1996,9,22,건고추,,4000.0,4035.71,5400.0,5400.0
1974,19960923,1996,9,23,건고추,,4000.0,4035.71,5400.0,5400.0
1981,19960924,1996,9,24,건고추,,3942.86,4000.0,5400.0,5300.0
1988,19960925,1996,9,25,건고추,,3935.71,3942.86,5300.0,5275.0
1995,19960926,1996,9,26,건고추,,3928.57,3935.71,5275.0,5267.0
2002,19960927,1996,9,27,건고추,,3928.57,3935.71,5275.0,5267.0
2009,19960928,1996,9,28,건고추,,3928.57,3935.71,5275.0,5267.0
2016,19960929,1996,9,29,건고추,,3928.57,3935.71,5275.0,5267.0
2023,19960930,1996,9,30,건고추,,3928.57,3935.71,5275.0,5267.0
2030,19961001,1996,10,1,건고추,,3928.57,3928.57,5267.0,5250.0
2037,19961002,1996,10,2,건고추,,3885.71,3928.57,5250.0,5208.0
2044,19961003,1996,10,3,건고추,,3807.14,3885.71,5208.0,5242.0
2051,19961004,1996,10,4,건고추,,3807.14,3885.71,5208.0,5242.0
2058,19961005,1996,10,5,건고추,,3750.0,3807.14,5242.0,5225.0
2065,19961006,1996,10,6,건고추,,3750.0,3807.14,5242.0,5225.0
2072,19961007,1996,10,7,건고추,,3750.0,3807.14,5242.0,5225.0
2079,19961008,1996,10,8,건고추,,3692.86,3750.0,5225.0,5183.0
2085,19961027,1996,10,27,건고추,,3342.86,3350.0,4867.0,4867.0
2092,19961028,1996,10,28,건고추,,3342.86,3350.0,4867.0,4867.0
2099,19961029,1996,10,29,건고추,,3314.29,3342.86,4867.0,4850.0
2106,19961030,1996,10,30,건고추,,3250.0,3314.29,4850.0,4825.0
2113,19961031,1996,10,31,건고추,,3225.0,3250.0,4825.0,4792.0
2120,19961101,1996,11,1,건고추,,3200.0,3225.0,4792.0,4758.0
2127,19961102,1996,11,2,건고추,,3200.0,3200.0,4758.0,4742.0
2134,19961103,1996,11,3,건고추,,3200.0,3200.0,4758.0,4742.0
2141,19961104,1996,11,4,건고추,,3200.0,3200.0,4758.0,4742.0
2148,19961105,1996,11,5,건고추,,3171.43,3200.0,4742.0,4717.0
2155,19961106,1996,11,6,건고추,,3157.14,3171.43,4717.0,4658.0
2162,19961107,1996,11,7,건고추,,3157.14,3157.14,4658.0,4658.0
2169,19961108,1996,11,8,건고추,,3150.0,3157.14,4658.0,4650.0
2172,19961203,1996,12,3,건고추,,3046.43,3060.71,4533.0,4508.0
2179,19961204,1996,12,4,건고추,,3046.43,3046.43,4508.0,4492.0
2186,19961205,1996,12,5,건고추,,3025.0,3046.43,4492.0,4458.0
2193,19961206,1996,12,6,건고추,,3025.0,3025.0,4458.0,4458.0
2200,19961207,1996,12,7,건고추,,3025.0,3025.0,4458.0,4458.0
2207,19961208,1996,12,8,건고추,,3025.0,3025.0,4458.0,4458.0
2214,19961209,1996,12,9,건고추,,3025.0,3025.0,4458.0,4458.0
2221,19961210,1996,12,10,건고추,,3025.0,3025.0,4458.0,4458.0
2228,19961211,1996,12,11,건고추,,2978.57,3025.0,4458.0,4442.0
2235,19961212,1996,12,12,건고추,,2957.14,2978.57,4442.0,4413.0
2242,19961213,1996,12,13,건고추,,2935.71,2957.14,4413.0,4408.0
2249,19961214,1996,12,14,건고추,,2935.71,2935.71,4408.0,4425.0
2261,19961109,1996,11,9,건고추,,3135.71,3150.0,4650.0,4592.0
2268,19961110,1996,11,10,건고추,,3128.57,3135.71,4592.0,4592.0
2275,19961111,1996,11,11,건고추,,3128.57,3135.71,4592.0,4592.0
2282,19961112,1996,11,12,건고추,,3128.57,3128.57,4592.0,4592.0
2289,19961113,1996,11,13,건고추,,3114.29,3128.57,4592.0,4567.0
2296,19961114,1996,11,14,건고추,,3092.86,3114.29,4567.0,4550.0
2303,19961115,1996,11,15,건고추,,3085.71,3092.86,4550.0,4550.0
2310,19961116,1996,11,16,건고추,,3085.71,3085.71,4550.0,4550.0
2317,19961117,1996,11,17,건고추,,3085.71,3085.71,4550.0,4550.0
2324,19961118,1996,11,18,건고추,,3085.71,3085.71,4550.0,4550.0
2331,19961119,1996,11,19,건고추,,3082.14,3085.71,4550.0,4550.0
2338,19961120,1996,11,20,건고추,,3160.71,3082.14,4550.0,4550.0
2345,19961121,1996,11,21,건고추,,3067.86,3160.71,4550.0,4550.0
2352,19961122,1996,11,22,건고추,,3067.86,3067.86,4550.0,4550.0
2359,19961123,1996,11,23,건고추,,3060.71,3067.86,4550.0,4550.0
2366,19961124,1996,11,24,건고추,,3060.71,3060.71,4550.0,4550.0
2373,19961125,1996,11,25,건고추,,3060.71,3060.71,4550.0,4550.0
2380,19961126,1996,11,26,건고추,,3060.71,3060.71,4550.0,4542.0
2387,19961127,1996,11,27,건고추,,3060.71,3060.71,4542.0,4542.0
2394,19961128,1996,11,28,건고추,,3060.71,3060.71,4542.0,4542.0
2401,19961129,1996,11,29,건고추,,3060.71,3060.71,4542.0,4542.0
2408,19961130,1996,11,30,건고추,,3060.71,3060.71,4542.0,4542.0
2415,19961201,1996,12,1,건고추,,3060.71,3060.71,4542.0,4533.0
2422,19961202,1996,12,2,건고추,,3060.71,3060.71,4542.0,4533.0
2430,19970108,1997,1,8,건고추,-44.247,2892.86,2892.86,4400.0,4400.0
2437,19970109,1997,1,9,건고추,-44.247,2892.86,2892.86,4400.0,4400.0
2444,19970110,1997,1,10,건고추,-44.671,2871.43,2892.86,4400.0,4358.0
2451,19970111,1997,1,11,건고추,-45.077,2855.71,2871.43,4358.0,4358.0
2458,19970112,1997,1,12,건고추,-45.212,2848.57,2855.71,4358.0,4358.0
2465,19970113,1997,1,13,건고추,-45.212,2848.57,2855.71,4358.0,4358.0
2472,19970114,1997,1,14,건고추,-45.404,2839.29,2848.57,4358.0,4358.0
2479,19970115,1997,1,15,건고추,-45.558,2830.71,2839.29,4358.0,4358.0
2486,19970116,1997,1,16,건고추,-45.596,2828.57,2830.71,4358.0,4358.0
2493,19970117,1997,1,17,건고추,-45.596,2828.57,2828.57,4358.0,4358.0
2500,19970118,1997,1,18,건고추,-45.808,2817.86,2828.57,4358.0,4358.0
2507,19970119,1997,1,19,건고추,-45.942,2810.71,2817.86,4358.0,4350.0
