,일시,품목,소매일일가격,평균기온(°C),최저기온(°C),최고기온(°C),최소 상대습도(%),평균 상대습도(%),최대 풍속(m/s),평균 풍속(m/s),합계 일사량(MJ/m2),합계 일조시간(hr),평균 지면온도(°C),연도,월,일,수출(kg),수출(달러),수입(kg),수입(달러),인플레이션 반영가
0,1999-07-25,배추,1275,26.528,23.008,31.194666666666667,58.013333333333335,77.00266666666667,5.494666666666667,2.1866666666666665,19.475,7.714666666666667,29.412000000000003,1999,7,25,105883.0,55743,0.0,0,20.631067961165048
1,1999-07-26,배추,1265,26.386666666666667,22.613333333333333,30.702666666666666,58.06666666666667,75.832,5.781333333333333,2.1973333333333334,15.460454545454546,5.492,28.718666666666667,1999,7,26,105883.0,55743,0.0,0,20.46925566343042
2,1999-07-28,배추,1320,24.414666666666665,23.037333333333333,26.6,75.77333333333333,86.99066666666667,6.265333333333333,2.8786666666666667,5.9818181818181815,1.008,25.308,1999,7,28,105883.0,55743,0.0,0,21.359223300970875
3,1999-07-29,배추,1318,24.746666666666663,22.634666666666664,27.444000000000003,76.86666666666666,87.27733333333333,4.841333333333334,1.8213333333333328,6.955454545454546,1.2853333333333334,26.30133333333333,1999,7,29,105883.0,55743,0.0,0,21.32686084142395
4,1999-07-30,배추,1291,25.198666666666668,23.410666666666668,28.186666666666667,74.86666666666666,86.49733333333333,6.453333333333333,2.7453333333333334,8.797272727272727,1.3293333333333337,26.50133333333333,1999,7,30,105883.0,55743,0.0,0,20.889967637540455
5,1999-07-31,배추,1291,25.342666666666663,23.398666666666667,27.52933333333333,72.2,82.55733333333333,7.525333333333333,3.596,7.418181818181818,0.572,25.84,1999,7,31,105883.0,55743,0.0,0,20.889967637540455
6,1999-07-01,배추,1418,21.22,18.836,23.84933333333333,68.81333333333333,81.32,5.474666666666667,2.2146666666666666,6.985454545454545,0.9466666666666668,22.89333333333333,1999,7,1,105883.0,55743,0.0,0,22.94498381877023
7,1999-07-02,배추,1418,20.750666666666667,18.732000000000003,23.06533333333333,71.92,82.644,6.297333333333333,2.4973333333333336,7.669090909090909,1.0066666666666666,22.014666666666667,1999,7,2,105883.0,55743,0.0,0,22.94498381877023
8,1999-07-03,배추,1382,22.496,18.154666666666664,27.672,55.96,74.69466666666668,5.102666666666667,1.9986666666666668,20.085,8.046666666666667,26.12133333333333,1999,7,3,105883.0,55743,0.0,0,22.362459546925567
9,1999-07-04,배추,1382,21.992,18.773333333333333,26.788,60.68,78.82666666666667,4.757333333333333,1.5679999999999998,15.977727272727272,4.956,25.497333333333334,1999,7,4,105883.0,55743,0.0,0,22.362459546925567
10,1999-07-05,배추,1445,22.066666666666663,18.45733333333333,26.593333333333334,55.29333333333334,74.37466666666667,4.6240000000000006,1.7746666666666666,17.46681818181818,6.351999999999999,25.75733333333333,1999,7,5,105883.0,55743,0.0,0,23.381877022653722
11,1999-07-06,배추,1445,22.186666666666667,17.964,27.102666666666668,52.32,72.28800000000001,4.864,1.8,19.85181818181818,7.785333333333333,26.83333333333333,1999,7,6,105883.0,55743,0.0,0,23.381877022653722
12,1999-07-07,배추,1427,22.22266666666667,17.708,27.08533333333333,51.52,71.7,5.236,2.1413333333333333,21.47636363636364,8.361333333333334,27.154666666666664,1999,7,7,105883.0,55743,0.0,0,23.09061488673139
13,1999-07-08,배추,1427,23.170666666666666,19.401333333333334,27.43733333333333,59.29333333333334,73.20933333333333,6.076,2.7546666666666666,15.30181818181818,4.553333333333334,26.72533333333333,1999,7,8,105883.0,55743,0.0,0,23.09061488673139
14,1999-07-09,배추,1427,21.74,19.896,24.42533333333333,68.92,81.832,6.136,2.956,7.398636363636364,0.4813333333333333,23.24533333333333,1999,7,9,105883.0,55743,0.0,0,23.09061488673139
15,1999-07-10,배추,1427,22.092,19.232000000000003,25.97733333333333,58.61333333333334,74.82133333333334,6.346666666666667,2.830666666666666,11.52,2.6026666666666665,24.046666666666667,1999,7,10,105883.0,55743,0.0,0,23.09061488673139
16,1999-07-11,배추,1427,21.414666666666665,17.578666666666667,25.78533333333333,50.333333333333336,67.79466666666666,6.1386666666666665,2.76,19.19590909090909,6.897333333333333,24.466666666666665,1999,7,11,105883.0,55743,0.0,0,23.09061488673139
17,1999-07-12,배추,1477,21.524,16.886666666666667,25.576,59.41333333333333,73.616,5.6626666666666665,2.456,14.297727272727274,4.513333333333334,24.325333333333333,1999,7,12,105883.0,55743,0.0,0,23.899676375404532
18,1999-07-13,배추,1477,22.996,19.596,27.06,60.64,76.024,5.408,2.3120000000000003,13.444090909090908,3.9213333333333336,25.504,1999,7,13,105883.0,55743,0.0,0,23.899676375404532
19,1999-07-14,배추,1459,23.365333333333336,19.406666666666663,28.67066666666667,52.96,74.98133333333334,5.08,1.7626666666666666,18.91772727272728,6.492,27.438666666666663,1999,7,14,105883.0,55743,0.0,0,23.6084142394822
20,1999-07-15,배추,1455,22.22533333333333,18.878666666666668,26.39733333333333,61.86666666666667,80.32,4.476,1.52,13.85590909090909,3.914666666666667,25.324,1999,7,15,105883.0,55743,0.0,0,23.54368932038835
21,1999-07-16,배추,1391,23.572000000000003,19.805333333333333,28.414666666666665,56.96,77.36533333333333,4.937333333333333,1.9626666666666663,17.549090909090907,6.648000000000001,27.00933333333333,1999,7,16,105883.0,55743,0.0,0,22.508090614886733
22,1999-07-17,배추,1391,23.79733333333333,20.228,28.71333333333333,55.013333333333335,75.77066666666667,4.658666666666666,1.7613333333333332,16.30818181818182,5.292,27.18133333333333,1999,7,17,105883.0,55743,0.0,0,22.508090614886733
23,1999-07-18,배추,1391,24.34133333333333,20.130666666666663,29.682666666666663,53.09333333333333,75.80133333333333,3.9546666666666654,1.384,18.235454545454544,6.842666666666667,28.544000000000004,1999,7,18,105883.0,55743,0.0,0,22.508090614886733
24,1999-07-19,배추,1391,24.773333333333333,20.268,30.16133333333333,53.96,75.748,4.649333333333333,1.5933333333333333,19.349545454545453,8.206666666666667,29.752,1999,7,19,105883.0,55743,0.0,0,22.508090614886733
25,1999-07-20,배추,1359,24.822666666666667,20.858666666666668,29.26533333333333,58.73333333333333,77.37866666666666,4.676,1.8333333333333333,16.66,5.729333333333333,28.86,1999,7,20,105883.0,55743,0.0,0,21.990291262135923
26,1999-07-21,배추,1314,26.206666666666667,22.68,30.86133333333333,63.41333333333333,80.644,4.350666666666667,1.5546666666666666,15.008181818181818,4.496,29.31066666666667,1999,7,21,105883.0,55743,0.0,0,21.2621359223301
27,1999-07-22,배추,1286,25.212,23.438666666666663,28.434666666666665,72.88,86.33733333333333,6.644,2.045333333333333,8.764545454545454,1.149333333333333,26.908,1999,7,22,105883.0,55743,0.0,0,20.80906148867314
28,1999-07-23,배추,1268,25.332,22.726666666666667,29.17333333333333,64.61333333333333,81.74666666666667,6.006666666666667,2.474666666666667,14.564545454545454,4.054666666666667,27.228,1999,7,23,105883.0,55743,0.0,0,20.51779935275081
29,1999-07-24,배추,1275,25.06266666666667,22.346666666666668,28.92933333333333,62.36,78.76133333333334,6.205333333333333,2.490666666666667,13.414090909090907,4.616,26.986666666666668,1999,7,24,105883.0,55743,0.0,0,20.631067961165048
30,1999-02-23,배추,1445,4.145333333333333,-2.64,10.224,33.14666666666667,60.23733333333334,4.8373333333333335,1.5986666666666665,9.610909090909091,4.894666666666667,4.341333333333334,1999,2,23,239731.0,133616,0.0,0,23.381877022653722
31,1999-02-24,배추,1445,4.788,2.269333333333333,8.042666666666667,59.76,81.336,5.054666666666667,2.1,5.358181818181818,0.9773333333333332,5.328,1999,2,24,239731.0,133616,0.0,0,23.381877022653722
32,1999-02-25,배추,1445,5.771999999999999,0.7213333333333334,12.08,43.86666666666667,71.73733333333334,4.465333333333333,1.6133333333333333,13.146363636363638,7.150666666666666,6.569333333333333,1999,2,25,239731.0,133616,0.0,0,23.381877022653722
33,1999-02-26,배추,1445,5.092,1.9906666666666668,7.810666666666666,62.70666666666666,78.732,5.389333333333333,1.8306666666666669,2.698636363636364,0.0946666666666666,4.774666666666667,1999,2,26,239731.0,133616,0.0,0,23.381877022653722
34,1999-02-28,배추,1445,1.1386666666666667,-5.452,7.396000000000001,30.41333333333333,49.85066666666667,6.832,2.772,15.298636363636364,9.313333333333333,2.684,1999,2,28,239731.0,133616,0.0,0,23.381877022653722
35,1999-02-01,배추,1327,3.018666666666667,-1.1346666666666665,8.889333333333333,33.17333333333333,56.812,5.191999999999999,1.8586666666666667,7.770454545454545,4.458666666666667,2.978666666666667,1999,2,1,239731.0,133616,0.0,0,21.472491909385113
36,1999-02-04,배추,1391,-3.9546666666666654,-10.642666666666669,1.836,39.10666666666667,59.748000000000005,6.685333333333333,2.6293333333333333,10.729545454545454,7.431999999999999,-1.665333333333333,1999,2,4,239731.0,133616,0.0,0,22.508090614886733
37,1999-02-05,배추,1427,-0.2706666666666666,-5.817333333333334,5.142666666666667,31.14666666666667,56.084,6.737333333333334,2.776,12.375454545454543,8.344,0.5853333333333333,1999,2,5,239731.0,133616,0.0,0,23.09061488673139
38,1999-02-06,배추,1427,0.7080000000000001,-5.513333333333334,7.526666666666666,31.28,59.11466666666667,5.065333333333333,1.893333333333333,12.400454545454544,8.213333333333333,1.392,1999,2,6,239731.0,133616,0.0,0,23.09061488673139
39,1999-02-07,배추,1427,3.096,-3.269333333333333,10.214666666666666,39.93333333333333,62.44933333333333,5.254666666666667,2.049333333333333,10.459090909090907,7.385333333333333,2.790666666666666,1999,2,7,239731.0,133616,0.0,0,23.09061488673139
40,1999-02-08,배추,1436,3.972,-1.3413333333333333,11.236,33.8,65.82266666666666,4.436,1.5773333333333333,10.893636363636364,6.949333333333334,3.729333333333333,1999,2,8,239731.0,133616,0.0,0,23.236245954692556
41,1999-02-09,배추,1445,4.28,-1.7240000000000002,10.78,31.21333333333333,61.00933333333333,5.797333333333333,2.1826666666666665,10.697272727272727,6.597333333333333,4.008,1999,2,9,239731.0,133616,0.0,0,23.381877022653722
42,1999-02-10,배추,1445,3.768,-0.8106666666666668,8.142666666666667,32.44,59.674666666666674,5.02,1.7626666666666666,6.479090909090909,1.8426666666666665,3.865333333333333,1999,2,10,239731.0,133616,0.0,0,23.381877022653722
43,1999-02-11,배추,1445,2.409333333333333,-1.664,6.976000000000001,34.42666666666667,57.72533333333333,7.666666666666667,3.473333333333333,11.063636363636364,7.077333333333333,3.289333333333333,1999,2,11,239731.0,133616,0.0,0,23.381877022653722
44,1999-02-13,배추,1445,-2.62,-8.18,3.32,24.506666666666668,45.78533333333333,6.110666666666667,2.464,14.043636363636365,8.934666666666667,0.0426666666666666,1999,2,13,239731.0,133616,0.0,0,23.381877022653722
45,1999-02-14,배추,1445,0.44,-6.092,6.653333333333333,36.986666666666665,59.84933333333333,4.34,1.4946666666666666,10.03590909090909,5.762666666666666,1.424,1999,2,14,239731.0,133616,0.0,0,23.381877022653722
46,1999-02-15,배추,1445,3.8866666666666654,-1.0306666666666666,10.384,40.626666666666665,65.55333333333333,4.564,1.44,9.230909090909092,4.589333333333333,3.9,1999,2,15,239731.0,133616,0.0,0,23.381877022653722
47,1999-02-16,배추,1445,4.794666666666667,-2.096,12.665333333333333,35.693333333333335,65.49866666666667,5.101333333333334,1.7173333333333334,12.952272727272726,8.008000000000001,4.712000000000001,1999,2,16,239731.0,133616,0.0,0,23.381877022653722
48,1999-02-17,배추,1445,8.084,1.3079999999999998,13.396,51.16,70.36,5.890666666666667,2.321333333333333,6.623181818181819,3.693333333333333,6.545333333333333,1999,2,17,239731.0,133616,0.0,0,23.381877022653722
49,1999-02-18,배추,1445,5.542666666666666,0.5359999999999999,10.38,23.73333333333333,52.764,7.125333333333333,3.3240000000000003,10.304545454545456,5.182666666666666,6.121333333333333,1999,2,18,239731.0,133616,0.0,0,23.381877022653722
50,1999-02-20,배추,1445,-0.6346666666666667,-4.021333333333334,3.2173333333333334,30.586666666666662,49.34,7.545333333333333,3.614666666666667,14.138636363636364,8.216000000000001,1.768,1999,2,20,239731.0,133616,0.0,0,23.381877022653722
51,1999-02-21,배추,1445,-0.6,-5.532,4.338666666666667,30.24,50.344,7.062666666666667,3.4040000000000004,14.672272727272729,8.942666666666668,1.8773333333333333,1999,2,21,239731.0,133616,0.0,0,23.381877022653722
52,1999-05-08,배추,1144,17.66133333333333,11.037333333333333,24.64133333333333,29.506666666666668,59.29333333333334,6.193333333333333,2.3226666666666667,22.230454545454545,10.416,21.482666666666667,1999,5,8,566930.0,288748,0.0,0,18.511326860841425
53,1999-05-09,배추,1144,17.192,10.526666666666667,24.950666666666667,28.133333333333333,58.444,6.992,2.1626666666666665,20.76136363636364,9.8,21.396,1999,5,9,566930.0,288748,0.0,0,18.511326860841425
54,1999-05-10,배추,1172,15.78,10.222666666666669,22.122666666666667,42.92,68.88533333333334,5.721333333333334,2.0,18.50636363636364,8.322666666666667,20.57733333333333,1999,5,10,566930.0,288748,0.0,0,18.964401294498384
55,1999-05-11,배추,1194,15.988,10.669333333333334,21.95866666666667,42.21333333333333,66.98266666666666,5.076,1.908,21.94363636363636,9.386666666666668,21.837333333333333,1999,5,11,566930.0,288748,0.0,0,19.320388349514563
56,1999-05-12,배추,1131,17.36133333333333,10.646666666666668,24.616,34.586666666666666,61.24533333333333,5.474666666666667,2.104,23.620454545454542,11.112,22.756,1999,5,12,566930.0,288748,0.0,0,18.300970873786408
57,1999-05-13,배추,1100,17.544,10.541333333333334,25.41333333333333,36.57333333333333,64.34666666666666,5.494666666666667,1.9146666666666663,23.09772727272728,10.838666666666668,23.485333333333333,1999,5,13,566930.0,288748,0.0,0,17.799352750809064
58,1999-05-14,배추,1100,16.897333333333332,11.093333333333334,23.32133333333333,44.29333333333334,69.35733333333333,4.752,1.588,18.58909090909091,8.822666666666667,22.39333333333333,1999,5,14,566930.0,288748,0.0,0,17.799352750809064
59,1999-05-15,배추,1100,16.873333333333335,12.898666666666667,21.369333333333334,54.306666666666665,75.32133333333334,4.314666666666667,1.5346666666666666,11.936818181818182,3.976,20.422666666666668,1999,5,15,566930.0,288748,0.0,0,17.799352750809064
60,1999-05-16,배추,1100,17.96,12.845333333333333,24.392,41.906666666666666,69.51066666666667,4.849333333333333,1.7359999999999998,21.370454545454542,9.442666666666668,23.550666666666665,1999,5,16,566930.0,288748,0.0,0,17.799352750809064
61,1999-05-17,배추,1091,18.728,11.784,25.194666666666667,36.76,61.90266666666666,6.125333333333333,2.3666666666666667,22.384545454545453,9.701333333333334,23.912000000000003,1999,5,17,566930.0,288748,0.0,0,17.653721682847898
62,1999-05-18,배추,1064,16.073333333333334,13.450666666666669,19.02133333333333,51.45333333333333,77.112,6.636,2.797333333333333,4.540454545454545,0.04,17.598666666666666,1999,5,18,566930.0,288748,0.0,0,17.216828478964402
63,1999-05-21,배추,1055,18.386666666666667,10.526666666666667,26.0,31.0,59.88666666666666,5.506666666666667,2.045333333333333,24.722272727272728,11.094666666666669,22.261333333333333,1999,5,21,566930.0,288748,0.0,0,17.071197411003237
64,1999-05-22,배추,1055,19.441333333333333,12.7,26.392,29.65333333333333,58.37733333333333,5.621333333333333,2.0546666666666664,22.895454545454545,10.753333333333334,23.464,1999,5,22,566930.0,288748,0.0,0,17.071197411003237
65,1999-05-23,배추,1055,18.28533333333333,13.188,23.2,50.053333333333335,71.37066666666666,4.769333333333333,1.8426666666666665,13.028636363636364,3.5613333333333337,21.350666666666665,1999,5,23,566930.0,288748,0.0,0,17.071197411003237
